,carat,cut,color,clarity,depth,table,price,x,y,z,volume,surface_area
11003,0.25,Ideal,F,VS1,62.1,57.0,595,4.01,4.04,2.5,40.501,21.1
5691,0.25,Very Good,E,VVS2,62.7,59.0,575,4.01,4.03,2.52,40.723956,21.119999999999997
13328,0.24,Very Good,E,VS1,59.8,58.0,419,4.02,4.11,2.43,40.148945999999995,21.119999999999997
47453,0.25,Ideal,E,VS2,62.1,57.0,535,4.01,4.05,2.5,40.60124999999999,21.119999999999997
30977,0.25,Very Good,G,VVS1,63.7,54.0,451,3.98,4.03,2.55,40.90047,21.119999999999997
39858,0.25,Good,E,VVS1,61.4,62.0,498,4.03,4.05,2.48,40.47732,21.12
32283,0.24,Very Good,F,VS2,61.3,54.0,461,4.02,4.07,2.47,40.412658,21.12
52075,0.24,Ideal,F,VVS2,61.1,57.0,552,4.03,4.06,2.47,40.413646,21.12
12320,0.26,Very Good,E,VVS2,63.0,58.0,597,4.0,4.03,2.53,40.7836,21.12
47126,0.25,Very Good,E,VVS2,61.1,61.0,533,4.03,4.06,2.47,40.413646,21.12
5699,0.25,Very Good,E,VVS2,63.0,55.0,575,4.0,4.03,2.53,40.7836,21.12
39860,0.24,Very Good,D,VVS2,60.1,57.0,499,4.03,4.09,2.44,40.217788,21.12
40823,0.25,Very Good,D,VS1,60.0,63.0,388,4.05,4.08,2.44,40.31856,21.139999999999997
30114,0.25,Premium,E,VVS1,62.9,58.0,740,4.03,4.01,2.53,40.88555899999999,21.139999999999997
6364,0.25,Very Good,E,VVS1,62.9,58.0,576,4.01,4.03,2.53,40.88555899999999,21.139999999999997
44843,0.25,Ideal,G,VVS2,62.1,56.0,525,4.02,4.05,2.5,40.7025,21.14
28,0.25,Very Good,E,VS2,63.3,60.0,404,4.0,4.03,2.54,40.9448,21.14
31628,0.25,Ideal,G,VS1,62.7,56.0,454,4.01,4.04,2.52,40.825008,21.14
44857,0.25,Very Good,F,IF,63.3,59.0,526,3.99,4.04,2.54,40.94378400000001,21.14
27639,0.25,Good,E,VS1,63.3,60.0,361,3.99,4.04,2.54,40.94378400000001,21.14
15666,0.24,Very Good,F,VVS1,60.4,56.0,608,4.05,4.07,2.45,40.384575,21.14
65,0.24,Premium,H,VVS2,60.7,58.0,554,4.07,4.04,2.46,40.449288,21.14
27686,0.24,Very Good,H,VVS2,60.7,58.0,432,4.04,4.07,2.46,40.449288,21.14
48114,0.24,Very Good,F,VVS2,61.4,57.0,538,4.03,4.06,2.48,40.577264,21.14
45162,0.24,Ideal,D,VVS2,61.0,57.0,526,4.03,4.07,2.47,40.513187,21.140000000000004
8021,0.25,Ideal,G,VVS1,62.6,56.0,582,4.01,4.05,2.52,40.92605999999999,21.159999999999997
30109,0.25,Premium,E,VVS2,62.5,59.0,740,4.04,4.02,2.52,40.926816,21.159999999999997
45165,0.24,Good,E,VVS1,58.0,60.0,526,4.08,4.12,2.38,40.006848,21.159999999999997
6361,0.25,Premium,E,VVS2,62.5,59.0,576,4.02,4.04,2.52,40.926816,21.159999999999997
30631,0.25,Ideal,I,VS2,62.0,57.0,450,4.02,4.06,2.5,40.803,21.159999999999997
47455,0.25,Ideal,E,VS2,62.1,57.0,535,4.02,4.06,2.5,40.803,21.159999999999997
30292,0.24,Very Good,H,IF,61.3,56.0,449,4.04,4.06,2.48,40.677952,21.16
1380,0.25,Very Good,F,IF,61.5,56.0,560,4.04,4.06,2.48,40.677952,21.16
52078,0.24,Ideal,F,VVS2,61.6,54.0,552,4.0,4.09,2.49,40.7364,21.16
44841,0.25,Ideal,G,VVS2,62.1,57.0,525,4.01,4.07,2.5,40.80175,21.16
52063,0.24,Very Good,F,VVS1,59.0,58.0,552,4.07,4.1,2.41,40.21567,21.16
28047,0.24,Ideal,F,IF,61.0,57.0,678,4.04,4.07,2.47,40.61371600000001,21.16
13333,0.24,Ideal,F,VS2,61.2,57.0,419,4.04,4.06,2.48,40.677952,21.16
49754,0.25,Good,H,VVS1,60.6,64.0,401,4.05,4.07,2.46,40.549409999999995,21.160000000000004
13005,0.26,Very Good,E,VS2,62.8,58.0,601,4.0,4.06,2.53,41.087199999999996,21.179999999999996
47451,0.25,Ideal,F,VS2,62.9,55.0,535,4.01,4.05,2.53,41.08846499999999,21.179999999999996
55,0.26,Very Good,D,VVS2,62.8,60.0,554,4.01,4.05,2.53,41.08846499999999,21.179999999999996
40181,0.25,Very Good,I,VVS2,62.1,56.0,500,4.03,4.05,2.51,40.966964999999995,21.18
6356,0.25,Premium,E,VVS2,62.5,59.0,576,4.02,4.05,2.52,41.028119999999994,21.18
8020,0.25,Ideal,G,VVS1,62.6,55.0,582,4.03,4.04,2.52,41.02862400000001,21.18
30112,0.25,Very Good,E,VVS2,63.1,56.0,740,4.05,4.0,2.54,41.147999999999996,21.18
6362,0.25,Good,E,VVS2,63.1,56.0,576,4.0,4.05,2.54,41.147999999999996,21.18
30110,0.25,Premium,E,VVS2,62.5,59.0,740,4.05,4.02,2.52,41.028119999999994,21.18
44835,0.25,Very Good,G,VVS1,61.8,56.0,525,4.03,4.06,2.5,40.9045,21.18
41494,0.25,Good,E,VVS2,61.2,62.0,505,4.04,4.07,2.48,40.778144000000005,21.18
57,0.26,Very Good,E,VVS1,63.4,59.0,554,4.0,4.04,2.55,41.208,21.18
36888,0.24,Very Good,E,VVS1,61.2,55.0,485,4.03,4.08,2.48,40.77715200000001,21.18
47125,0.24,Very Good,F,VVS2,58.0,60.0,533,4.09,4.12,2.38,40.104904,21.18
6679,0.25,Very Good,D,VS1,62.1,60.0,410,4.03,4.05,2.51,40.966964999999995,21.18
5695,0.25,Very Good,E,VVS2,63.0,57.0,575,4.0,4.06,2.54,41.249599999999994,21.199999999999996
44834,0.25,Very Good,G,VVS1,63.0,54.0,525,4.02,4.04,2.54,41.251632,21.199999999999996
51089,0.26,Very Good,E,VVS2,64.3,57.0,547,3.99,4.03,2.58,41.48562600000001,21.2
44838,0.25,Very Good,G,VVS1,61.4,56.0,525,4.04,4.07,2.49,40.942572000000006,21.2
4026,0.24,Very Good,E,SI1,59.9,58.0,571,4.06,4.1,2.44,40.61623999999999,21.2
5694,0.25,Very Good,E,VVS2,62.1,58.0,575,4.03,4.06,2.51,41.06811799999999,21.2
30976,0.25,Premium,H,VVS1,59.8,59.0,450,4.07,4.09,2.44,40.616972,21.2
6703,0.25,Premium,H,VVS1,59.8,59.0,577,4.09,4.07,2.44,40.616972,21.2
51406,0.25,Very Good,D,VVS2,62.1,57.0,548,4.02,4.07,2.51,41.067114,21.2
5693,0.25,Very Good,E,VVS2,59.8,59.0,575,4.07,4.09,2.44,40.616972,21.2
11004,0.25,Ideal,F,VS1,61.1,58.0,595,4.04,4.08,2.48,40.878336,21.200000000000003
51099,0.25,Very Good,F,VVS2,63.0,57.0,548,3.98,4.08,2.54,41.245535999999994,21.200000000000003
51091,0.26,Very Good,E,VVS1,62.9,61.0,547,4.01,4.06,2.54,41.35272399999999,21.22
31947,0.25,Very Good,G,VVS1,59.4,63.0,457,4.07,4.11,2.43,40.64831100000001,21.22
28663,0.25,Ideal,G,VS1,62.6,53.0,438,4.01,4.07,2.53,41.29137099999999,21.22
28034,0.24,Ideal,F,VVS2,61.0,56.0,678,4.05,4.08,2.48,40.97952,21.22
23611,0.25,Very Good,F,VVS1,61.1,57.0,633,4.05,4.08,2.48,40.97952,21.22
52068,0.24,Very Good,E,VVS1,59.7,58.0,552,4.07,4.1,2.44,40.716280000000005,21.22
23604,0.25,Very Good,F,VVS2,62.4,55.0,633,4.03,4.06,2.52,41.231736,21.22
32278,0.25,Ideal,G,VS1,62.3,53.0,460,4.02,4.07,2.52,41.230728,21.22
8023,0.25,Ideal,G,IF,61.1,57.0,582,4.06,4.07,2.48,40.980016,21.22
36223,0.24,Very Good,F,VVS1,57.2,63.0,478,4.1,4.15,2.36,40.1554,21.22
47452,0.25,Ideal,F,VS2,61.7,56.0,535,4.04,4.07,2.5,41.107000000000006,21.22
44837,0.25,Very Good,G,VVS1,61.8,57.0,525,4.04,4.07,2.5,41.107000000000006,21.22
28335,0.25,Very Good,E,VS2,63.3,56.0,436,4.01,4.05,2.55,41.41327499999999,21.22
27318,0.25,Ideal,H,VS1,61.7,57.0,431,4.04,4.07,2.5,41.107000000000006,21.22
32494,0.25,Ideal,F,VVS1,61.3,58.0,817,4.04,4.08,2.49,41.043168,21.220000000000002
1031,0.25,Good,F,VS1,63.6,57.0,558,4.04,4.01,2.56,41.473023999999995,21.220000000000002
6014,0.25,Good,E,VVS1,61.3,61.0,575,4.04,4.08,2.49,41.043168,21.220000000000002
28329,0.25,Good,F,VS1,63.6,57.0,435,4.01,4.04,2.56,41.473023999999995,21.220000000000002
59,0.26,Ideal,E,VVS2,62.9,58.0,554,4.02,4.06,2.54,41.455847999999996,21.239999999999995
44853,0.25,Premium,E,VS2,59.7,61.0,525,4.1,4.08,2.44,40.81632,21.24
44852,0.25,Ideal,H,IF,61.4,57.0,525,4.05,4.08,2.49,41.144760000000005,21.24
36234,0.25,Very Good,E,VS2,61.3,57.0,480,4.05,4.08,2.49,41.144760000000005,21.24
36235,0.25,Very Good,F,VS1,60.7,57.0,480,4.06,4.09,2.47,41.015338,21.24
36875,0.24,Very Good,E,VVS2,59.7,60.0,485,4.08,4.1,2.44,40.81632,21.24
6702,0.25,Ideal,H,VVS1,62.5,56.0,577,4.06,4.03,2.53,41.39535399999999,21.24
6677,0.25,Very Good,E,VS2,59.7,61.0,409,4.08,4.1,2.44,40.81632,21.24
23613,0.25,Very Good,E,VVS1,62.3,55.0,633,4.04,4.06,2.52,41.334048,21.24
22,0.26,Good,D,VS2,65.2,56.0,403,3.99,4.02,2.61,41.863878,21.24
30975,0.25,Ideal,H,VVS1,62.5,56.0,450,4.03,4.06,2.53,41.39535399999999,21.24
52073,0.24,Very Good,F,IF,60.0,57.0,552,4.07,4.1,2.45,40.88315000000001,21.240000000000002
5696,0.25,Very Good,E,VVS2,60.9,59.0,575,4.03,4.11,2.48,41.076984,21.240000000000002
32277,0.25,Ideal,F,VS2,62.2,54.0,460,4.03,4.07,2.52,41.333292,21.240000000000002
51754,0.24,Very Good,E,VVS2,60.0,57.0,552,4.07,4.1,2.45,40.88315000000001,21.240000000000002
40839,0.24,Very Good,F,VS1,59.3,57.0,393,4.07,4.12,2.43,40.74721200000001,21.240000000000002
28907,0.25,Ideal,E,VVS2,61.7,56.0,705,4.05,4.07,2.5,41.208749999999995,21.240000000000002
23601,0.25,Very Good,F,VVS2,61.6,57.0,633,4.05,4.07,2.5,41.208749999999995,21.240000000000002
6357,0.25,Ideal,E,VVS2,62.1,57.0,576,4.04,4.07,2.52,41.43585600000001,21.259999999999998
30107,0.25,Ideal,E,VVS2,62.1,57.0,740,4.07,4.04,2.52,41.43585600000001,21.259999999999998
6012,0.25,Ideal,F,VVS1,60.9,57.0,575,4.06,4.09,2.48,41.181391999999995,21.259999999999998
29298,0.25,Ideal,H,VS1,61.5,56.0,445,4.05,4.08,2.5,41.31,21.259999999999998
23605,0.25,Very Good,F,VVS2,61.6,57.0,633,4.05,4.08,2.5,41.31,21.259999999999998
35915,0.24,Very Good,E,VVS2,57.7,61.0,478,4.12,4.13,2.38,40.497128,21.259999999999998
8019,0.25,Ideal,G,VVS1,61.7,56.0,582,4.05,4.07,2.51,41.37358499999999,21.26
34235,0.24,Good,F,VS1,58.3,61.0,373,4.09,4.14,2.4,40.63823999999999,21.26
13321,0.24,Very Good,F,VS2,59.6,58.0,419,4.08,4.11,2.44,40.91587200000001,21.26
5700,0.25,Very Good,E,VVS2,60.5,59.0,575,4.06,4.1,2.47,41.11562,21.26
31965,0.25,Ideal,G,VS2,61.8,58.0,459,4.04,4.08,2.51,41.372831999999995,21.26
51088,0.24,Very Good,F,VVS2,60.9,55.0,547,4.07,4.08,2.48,41.18188800000001,21.26
5685,0.25,Very Good,F,VVS2,61.8,58.0,575,4.05,4.07,2.51,41.37358499999999,21.26
52084,0.24,Good,F,VVS1,58.3,57.0,552,4.1,4.14,2.4,40.73759999999999,21.279999999999998
28906,0.25,Ideal,F,VVS2,61.7,56.0,705,4.06,4.07,2.51,41.475742,21.279999999999998
3342,0.25,Very Good,G,VS2,61.9,57.0,407,4.05,4.08,2.51,41.47524,21.279999999999998
12987,0.26,Premium,H,VVS2,62.4,58.0,600,4.07,4.04,2.53,41.600284,21.279999999999998
33599,0.26,Very Good,H,VVS2,62.4,58.0,468,4.04,4.07,2.53,41.600284,21.279999999999998
31615,0.26,Very Good,E,VS1,63.0,59.0,453,4.03,4.06,2.55,41.72259,21.28
40822,0.25,Very Good,D,VS1,60.8,60.0,388,4.07,4.09,2.48,41.282824,21.28
34247,0.24,Very Good,E,VS1,60.1,57.0,378,4.08,4.1,2.46,41.150879999999994,21.28
44842,0.25,Ideal,G,VVS2,61.5,56.0,525,4.06,4.08,2.5,41.41199999999999,21.28
1379,0.25,Very Good,E,VVS1,61.5,56.0,560,4.06,4.08,2.5,41.41199999999999,21.28
28661,0.25,Ideal,G,VS1,62.0,54.0,438,4.06,4.07,2.52,41.640984,21.299999999999997
27315,0.25,Ideal,F,SI1,61.5,56.0,430,4.06,4.09,2.5,41.5135,21.299999999999997
23612,0.25,Very Good,F,VVS1,62.9,55.0,633,4.04,4.06,2.55,41.826119999999996,21.299999999999997
46495,0.25,Ideal,G,SI1,62.6,53.0,395,4.04,4.07,2.54,41.764712,21.299999999999997
3343,0.25,Very Good,G,VS2,63.0,54.0,407,4.04,4.06,2.55,41.826119999999996,21.299999999999997
38530,0.25,Good,F,VVS1,59.1,60.0,490,4.1,4.12,2.43,41.047560000000004,21.299999999999997
44840,0.25,Ideal,G,VVS2,62.0,54.0,525,4.05,4.08,2.52,41.640480000000004,21.299999999999997
30106,0.25,Premium,E,VVS2,62.0,59.0,740,4.08,4.05,2.52,41.640480000000004,21.299999999999997
6358,0.25,Premium,E,VVS2,62.0,59.0,576,4.05,4.08,2.52,41.640480000000004,21.299999999999997
1378,0.25,Very Good,E,VVS2,62.0,56.0,560,4.05,4.08,2.52,41.640480000000004,21.299999999999997
30103,0.25,Premium,F,VVS1,60.7,59.0,740,4.1,4.07,2.48,41.38376,21.3
5705,0.25,Very Good,E,VVS1,60.7,58.0,575,4.07,4.1,2.48,41.38376,21.3
44846,0.25,Ideal,H,VVS1,62.4,55.0,525,4.04,4.08,2.53,41.702496,21.3
47450,0.25,Ideal,F,VS2,61.6,55.0,535,4.06,4.08,2.51,41.57764799999999,21.3
13336,0.26,Very Good,D,VS1,63.3,57.0,420,4.03,4.06,2.56,41.886207999999996,21.3
6352,0.25,Very Good,F,VVS1,60.7,59.0,576,4.07,4.1,2.48,41.38376,21.3
3351,0.25,Ideal,G,SI1,62.3,57.0,407,4.03,4.09,2.53,41.701231,21.3
19634,0.25,Ideal,G,IF,61.7,56.0,624,4.04,4.1,2.51,41.57564,21.3
6704,0.25,Premium,H,VVS1,60.1,62.0,577,4.11,4.08,2.46,41.251248000000004,21.300000000000004
44855,0.25,Very Good,E,VVS1,60.1,57.0,526,4.08,4.11,2.46,41.251248000000004,21.300000000000004
30974,0.25,Very Good,H,VVS1,60.1,62.0,450,4.08,4.11,2.46,41.251248000000004,21.300000000000004
5684,0.25,Very Good,F,VVS2,59.4,57.0,575,4.1,4.12,2.44,41.21648,21.319999999999997
31637,0.25,Very Good,I,VVS2,61.6,56.0,455,4.06,4.09,2.51,41.679553999999996,21.319999999999997
697,0.26,Ideal,E,VS1,62.3,57.0,556,4.05,4.08,2.53,41.80572,21.319999999999997
29299,0.25,Ideal,H,VS1,62.6,53.0,445,4.04,4.08,2.54,41.867328,21.32
23609,0.25,Very Good,F,VVS1,60.8,57.0,633,4.08,4.1,2.48,41.48544,21.32
31311,0.26,Very Good,F,VS2,62.9,59.0,453,4.04,4.07,2.55,41.929140000000004,21.32
40821,0.25,Very Good,D,VS1,62.6,58.0,388,4.05,4.07,2.54,41.86809,21.32
37520,0.26,Very Good,F,VS2,62.5,55.0,381,4.05,4.08,2.54,41.970960000000005,21.339999999999996
23610,0.25,Very Good,F,VVS1,61.8,55.0,633,4.06,4.09,2.52,41.845608,21.339999999999996
5683,0.25,Very Good,F,VVS2,59.0,58.0,575,4.1,4.14,2.43,41.24681999999999,21.339999999999996
30950,0.27,Fair,E,VS1,66.4,58.0,371,3.99,4.02,2.66,42.665868,21.34
40179,0.26,Good,F,VS1,63.1,57.0,499,4.04,4.07,2.56,42.093568000000005,21.34
44833,0.25,Very Good,G,VVS1,61.7,56.0,525,4.07,4.09,2.51,41.782213,21.34
51101,0.25,Very Good,E,VVS2,62.2,57.0,548,4.02,4.12,2.53,41.902871999999995,21.34
51102,0.25,Very Good,E,VVS2,62.2,58.0,548,4.03,4.11,2.53,41.905149,21.34
47454,0.25,Ideal,E,VS2,60.6,57.0,535,4.08,4.11,2.48,41.58662400000001,21.340000000000003
27634,0.25,Ideal,H,SI1,62.8,54.0,357,4.05,4.07,2.55,42.032925,21.340000000000003
28642,0.25,Ideal,F,VS1,61.8,57.0,436,4.07,4.09,2.52,41.948676,21.36
58,0.26,Very Good,D,VVS1,62.1,60.0,554,4.03,4.12,2.53,42.007107999999995,21.36
3009,0.26,Very Good,H,VVS2,63.4,55.0,565,4.06,4.05,2.57,42.258509999999994,21.36
28062,0.26,Good,F,VVS1,64.0,57.0,679,4.06,4.03,2.59,42.377061999999995,21.36
11005,0.25,Ideal,F,VS1,61.8,56.0,595,4.07,4.09,2.52,41.948676,21.36
28977,0.26,Good,H,VVS2,63.4,55.0,440,4.05,4.06,2.57,42.258509999999994,21.36
6359,0.25,Premium,F,IF,61.1,58.0,576,4.08,4.1,2.5,41.81999999999999,21.36
30104,0.25,Premium,F,IF,61.1,58.0,740,4.1,4.08,2.5,41.81999999999999,21.36
31310,0.26,Very Good,F,VS2,62.4,58.0,453,4.06,4.08,2.54,42.074591999999996,21.36
33587,0.25,Very Good,H,VVS1,61.6,56.0,467,4.07,4.1,2.51,41.88437,21.36
44509,0.26,Good,F,VVS1,64.0,57.0,524,4.03,4.06,2.59,42.377061999999995,21.36
28664,0.25,Ideal,G,VS1,62.7,54.0,438,4.05,4.08,2.55,42.1362,21.36
50764,0.26,Very Good,G,VVS1,61.8,57.0,545,4.06,4.1,2.52,41.947919999999996,21.36
49742,0.25,Very Good,D,VS2,61.1,60.0,399,4.07,4.11,2.5,41.819250000000004,21.36
31005,0.26,Very Good,E,VVS2,63.1,59.0,769,4.08,4.04,2.56,42.196992,21.360000000000003
44845,0.25,Ideal,H,VVS1,60.2,56.0,525,4.1,4.11,2.47,41.621970000000005,21.360000000000003
12660,0.26,Good,E,VVS2,63.1,59.0,599,4.04,4.08,2.56,42.196992,21.360000000000003
5690,0.25,Very Good,E,VVS2,60.2,59.0,575,4.07,4.14,2.47,41.619006,21.360000000000003
30082,0.25,Ideal,F,IF,62.3,54.0,739,4.06,4.09,2.54,42.177716,21.379999999999995
27645,0.25,Ideal,G,SI1,62.3,53.0,363,4.06,4.09,2.54,42.177716,21.379999999999995
31013,0.26,Ideal,E,VVS2,62.3,57.0,769,4.09,4.06,2.54,42.177716,21.379999999999995
12673,0.26,Ideal,E,VVS2,62.3,57.0,599,4.06,4.09,2.54,42.177716,21.379999999999995
31964,0.25,Ideal,G,VS2,61.4,57.0,459,4.08,4.1,2.51,41.98727999999999,21.38
6353,0.25,Premium,E,VVS1,60.7,60.0,576,4.09,4.11,2.49,41.856651,21.38
30111,0.25,Premium,E,VVS1,60.7,60.0,740,4.11,4.09,2.49,41.856651,21.38
12664,0.26,Ideal,E,VVS1,61.7,57.0,599,4.07,4.1,2.52,42.05124,21.38
31017,0.26,Ideal,E,VVS1,61.7,57.0,769,4.1,4.07,2.52,42.05124,21.38
5687,0.25,Very Good,F,VVS2,60.4,59.0,575,4.09,4.12,2.48,41.789984,21.380000000000003
23617,0.25,Ideal,E,VVS2,61.1,56.0,633,4.08,4.11,2.5,41.922000000000004,21.380000000000003
23614,0.25,Very Good,F,IF,61.1,54.0,633,4.08,4.11,2.5,41.922000000000004,21.380000000000003
12984,0.26,Very Good,H,VVS2,63.3,58.0,600,4.08,4.04,2.57,42.361824,21.380000000000003
33602,0.26,Good,H,VVS2,63.3,58.0,468,4.04,4.08,2.57,42.361824,21.380000000000003
2701,0.26,Good,F,VVS1,63.3,57.0,564,4.05,4.07,2.57,42.362595,21.380000000000003
29597,0.26,Very Good,F,VVS1,63.3,57.0,724,4.07,4.05,2.57,42.362595,21.380000000000003
37526,0.26,Premium,H,VS1,62.3,59.0,382,4.06,4.1,2.54,42.28083999999999,21.4
16634,0.25,Ideal,I,VVS1,61.9,55.0,421,4.07,4.1,2.53,42.21811,21.4
34269,0.25,Ideal,H,VS2,61.0,55.0,472,4.11,4.09,2.5,42.02475,21.4
29874,0.26,Ideal,F,IF,62.0,56.0,733,4.07,4.1,2.53,42.21811,21.4
37198,0.26,Very Good,G,VVS2,62.3,56.0,486,4.07,4.09,2.54,42.281602,21.4
38863,0.26,Premium,H,VS1,62.3,59.0,491,4.1,4.06,2.54,42.28083999999999,21.4
12675,0.26,Ideal,F,VVS2,61.6,57.0,599,4.08,4.1,2.52,42.15456,21.4
10001,0.26,Very Good,G,VS1,61.9,56.0,418,4.07,4.1,2.53,42.21811,21.4
12666,0.26,Premium,E,VVS1,62.3,60.0,599,4.07,4.09,2.54,42.281602,21.4
12667,0.26,Ideal,F,VVS1,61.6,57.0,599,4.08,4.1,2.52,42.15456,21.4
31007,0.26,Ideal,F,VVS2,61.6,57.0,769,4.1,4.08,2.52,42.15456,21.4
5701,0.25,Very Good,D,VVS2,58.8,59.0,575,4.11,4.16,2.43,41.54716800000001,21.4
30940,0.25,Ideal,H,VS2,61.0,55.0,367,4.09,4.11,2.5,42.02475,21.4
27294,0.26,Ideal,F,IF,61.6,56.0,657,4.07,4.11,2.52,42.15380400000001,21.4
31019,0.26,Premium,E,VVS1,62.3,60.0,769,4.09,4.07,2.54,42.281602,21.4
12017,0.26,Very Good,F,VVS2,63.2,54.0,597,4.05,4.08,2.57,42.46668,21.4
28662,0.25,Ideal,G,VS1,62.3,54.0,438,4.05,4.11,2.54,42.27957000000001,21.4
6363,0.25,Ideal,E,VVS2,61.6,57.0,576,4.08,4.1,2.52,42.15456,21.4
44844,0.25,Ideal,G,VVS2,61.9,55.0,525,4.07,4.1,2.53,42.21811,21.4
26284,0.25,Ideal,H,VS1,61.9,54.0,426,4.07,4.1,2.53,42.21811,21.4
30105,0.25,Ideal,E,VVS2,61.6,57.0,740,4.1,4.08,2.52,42.15456,21.4
31009,0.26,Ideal,F,VVS1,61.6,57.0,769,4.1,4.08,2.52,42.15456,21.4
51414,0.25,Very Good,F,IF,59.4,62.0,548,4.12,4.13,2.45,41.68822,21.4
56,0.26,Very Good,E,VVS1,62.6,59.0,554,4.06,4.09,2.55,42.34377,21.4
31018,0.26,Premium,E,VVS1,62.9,58.0,769,4.08,4.06,2.56,42.405888,21.400000000000002
27310,0.26,Very Good,H,VS1,62.9,54.0,430,4.06,4.08,2.56,42.405888,21.400000000000002
37527,0.26,Premium,G,VS1,61.3,60.0,382,4.07,4.12,2.51,42.08868400000001,21.400000000000002
12662,0.26,Very Good,E,VVS1,62.9,58.0,599,4.06,4.08,2.56,42.405888,21.400000000000002
5703,0.25,Very Good,D,VVS2,61.3,59.0,575,4.07,4.12,2.51,42.08868400000001,21.400000000000002
38864,0.26,Premium,G,VS1,61.3,60.0,491,4.12,4.07,2.51,42.08868400000001,21.400000000000002
31616,0.26,Very Good,E,VS1,60.7,59.0,453,4.09,4.12,2.49,41.958492,21.400000000000002
23603,0.25,Very Good,F,VVS2,60.1,57.0,633,4.1,4.13,2.47,41.824510000000004,21.400000000000002
6006,0.25,Very Good,E,VVS1,60.0,56.0,575,4.1,4.14,2.47,41.925779999999996,21.419999999999998
4,0.26,Very Good,H,SI1,61.9,55.0,337,4.07,4.11,2.53,42.321081,21.419999999999998
6354,0.25,Ideal,E,VVS1,61.2,57.0,576,4.08,4.12,2.51,42.19209599999999,21.419999999999998
51098,0.25,Very Good,F,VVS2,61.9,57.0,548,4.07,4.11,2.53,42.321081,21.419999999999998
36227,0.26,Ideal,H,VVS2,61.8,55.7,478,4.08,4.1,2.53,42.321839999999995,21.419999999999998
30113,0.25,Ideal,E,VVS1,61.2,57.0,740,4.12,4.08,2.51,42.19209599999999,21.419999999999998
2688,0.25,Fair,D,VS1,61.2,55.0,563,4.09,4.11,2.51,42.192848999999995,21.419999999999998
12672,0.26,Ideal,E,VVS2,61.5,56.0,599,4.08,4.11,2.52,42.25737600000001,21.42
14004,0.26,Ideal,G,IF,62.5,57.0,605,4.06,4.1,2.55,42.44729999999999,21.42
50768,0.26,Ideal,G,VVS2,62.3,56.0,545,4.07,4.1,2.54,42.384980000000006,21.42
32603,0.26,Ideal,H,VS1,62.2,55.0,462,4.06,4.11,2.54,42.383964,21.42
23938,0.26,Premium,E,VVS1,60.9,59.0,635,4.09,4.12,2.5,42.126999999999995,21.42
32405,0.26,Premium,E,VVS1,60.9,59.0,814,4.12,4.09,2.5,42.126999999999995,21.42
29598,0.26,Ideal,E,VVS2,62.5,55.0,724,4.09,4.07,2.55,42.448065,21.42
3344,0.27,Very Good,E,VS1,63.8,60.0,407,4.03,4.09,2.59,42.690193,21.42
29977,0.26,Ideal,H,VS1,62.6,56.0,448,4.07,4.09,2.55,42.448065,21.42
37196,0.26,Very Good,H,VVS2,62.5,56.0,486,4.07,4.09,2.55,42.448065,21.42
2697,0.26,Ideal,E,VVS2,62.5,55.0,564,4.07,4.09,2.55,42.448065,21.42
31014,0.26,Ideal,E,VVS2,61.5,56.0,769,4.11,4.08,2.52,42.25737600000001,21.42
34234,0.26,Good,F,VS1,62.5,56.0,373,4.06,4.1,2.55,42.44729999999999,21.42
36557,0.26,Ideal,H,VS1,62.2,55.0,482,4.08,4.09,2.54,42.385488,21.42
36555,0.26,Ideal,H,VS1,62.1,55.0,482,4.07,4.11,2.54,42.488358000000005,21.439999999999998
26283,0.26,Very Good,G,VVS2,62.2,56.0,426,4.08,4.1,2.54,42.48911999999999,21.439999999999998
27994,0.26,Ideal,H,VS2,62.1,55.0,434,4.08,4.1,2.54,42.48911999999999,21.439999999999998
12321,0.26,Very Good,E,VVS2,61.5,58.0,597,4.08,4.12,2.52,42.360192,21.439999999999998
35256,0.25,Good,E,VVS2,58.0,65.0,476,4.13,4.18,2.41,41.604794,21.439999999999998
31619,0.26,Ideal,F,VS2,62.1,57.0,453,4.06,4.12,2.54,42.487088,21.439999999999998
10002,0.26,Very Good,G,VS1,62.1,56.0,418,4.07,4.11,2.54,42.488358000000005,21.439999999999998
34244,0.26,Ideal,G,SI1,61.8,55.0,377,4.08,4.11,2.53,42.425064000000006,21.44
13999,0.26,Ideal,G,VVS1,62.8,54.0,605,4.07,4.09,2.56,42.614528,21.44
27316,0.25,Ideal,F,SI1,60.1,56.0,430,4.11,4.13,2.48,42.096264,21.44
28638,0.25,Very Good,E,VS1,59.9,56.0,436,4.1,4.15,2.47,42.02705,21.44
6007,0.25,Very Good,E,VVS1,60.2,59.0,575,4.11,4.13,2.48,42.096264,21.44
23940,0.26,Ideal,E,VVS1,61.7,56.0,635,4.09,4.11,2.53,42.52904699999999,21.459999999999997
32404,0.26,Ideal,E,VVS1,61.7,56.0,814,4.11,4.09,2.53,42.52904699999999,21.459999999999997
29599,0.26,Premium,E,VVS2,61.7,61.0,724,4.12,4.08,2.53,42.528287999999996,21.459999999999997
51103,0.25,Very Good,E,VVS2,61.7,57.0,548,4.08,4.12,2.53,42.528287999999996,21.459999999999997
2700,0.26,Very Good,E,VVS2,61.7,61.0,564,4.08,4.12,2.53,42.528287999999996,21.459999999999997
